delivery_id,order_id,route_date,route_zone,scheduled_window,delivered_at,status,temperature_flag,replacement_required,driver_notes
DEL-20439,ORD-10491,2026-01-25,north-river,10:00-12:00,2026-01-25T11:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20440,ORD-10492,2026-01-29,north-river,10:00-12:00,2026-01-29T11:20:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20441,ORD-10493,2026-02-21,north-river,10:00-12:00,2026-02-21T11:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20442,ORD-10494,2026-03-06,north-river,10:00-12:00,2026-03-06T12:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20443,ORD-10495,2026-04-04,north-river,15:00-17:00,2026-04-04T17:00:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20444,ORD-10496,2026-04-15,north-river,11:00-13:00,2026-04-15T12:17:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20445,ORD-10497,2026-04-24,north-river,15:00-17:00,2026-04-24T16:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20446,ORD-10498,2026-04-28,north-river,11:00-13:00,2026-04-28T14:38:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20447,ORD-10499,2025-12-01,south-belt,10:00-12:00,2025-12-01T13:13:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20448,ORD-10500,2025-12-11,south-belt,12:00-14:00,2025-12-11T13:17:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20449,ORD-10501,2025-12-21,south-belt,11:00-13:00,2025-12-21T12:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20450,ORD-10503,2025-12-26,south-belt,10:00-12:00,2025-12-26T17:13:00,missed_window,stable,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20451,ORD-10504,2026-01-03,south-belt,11:00-13:00,2026-01-03T12:19:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20452,ORD-10505,2026-01-08,south-belt,10:00-12:00,2026-01-08T10:57:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20453,ORD-10506,2026-02-06,south-belt,12:00-14:00,2026-02-06T13:53:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20454,ORD-10507,2026-02-09,south-belt,12:00-14:00,2026-02-09T16:41:00,missed_window,cold_snap,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20455,ORD-10508,2026-02-18,south-belt,10:00-12:00,2026-02-18T13:54:00,delivered_late,cold_snap,true,rush add-on after route packed
DEL-20456,ORD-10509,2026-02-27,south-belt,15:00-17:00,2026-02-27T16:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20457,ORD-10510,2026-03-19,south-belt,10:00-12:00,2026-03-19T13:30:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20458,ORD-10511,2026-03-21,south-belt,10:00-12:00,2026-03-21T15:35:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-20459,ORD-10512,2026-05-12,south-belt,11:00-13:00,2026-05-12T13:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20460,ORD-10513,2025-11-29,north-river,15:00-17:00,2025-11-29T18:22:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-20461,ORD-10514,2025-12-14,north-river,10:00-12:00,2025-12-14T13:48:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-20462,ORD-10515,2026-02-02,north-river,12:00-14:00,2026-02-02T15:10:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20463,ORD-10516,2026-02-05,north-river,11:00-13:00,2026-02-05T12:37:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20464,ORD-10517,2026-02-10,north-river,15:00-17:00,2026-02-10T16:40:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20465,ORD-10518,2026-02-19,north-river,11:00-13:00,2026-02-19T12:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20466,ORD-10519,2026-03-09,north-river,15:00-17:00,2026-03-09T16:05:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20467,ORD-10520,2026-04-03,north-river,15:00-17:00,2026-04-03T17:04:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20468,ORD-10521,2026-04-05,north-river,12:00-14:00,2026-04-05T13:18:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20469,ORD-10522,2026-04-21,north-river,10:00-12:00,2026-04-21T11:22:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20470,ORD-10523,2026-04-26,north-river,12:00-14:00,2026-04-26T14:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20471,ORD-10524,2026-04-28,north-river,12:00-14:00,2026-04-28T15:45:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20472,ORD-10525,2026-05-11,north-river,10:00-12:00,2026-05-11T11:15:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-20473,ORD-10526,2025-11-13,dayton-core,11:00-13:00,2025-11-13T16:44:00,missed_window,warm,true,rush add-on after route packed
DEL-20474,ORD-10527,2025-11-17,dayton-core,11:00-13:00,2025-11-17T12:31:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20475,ORD-10528,2025-11-30,dayton-core,12:00-14:00,2025-11-30T20:33:00,missed_window,warm,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20476,ORD-10529,2026-01-07,dayton-core,12:00-14:00,2026-01-07T13:08:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20477,ORD-10530,2026-01-16,dayton-core,11:00-13:00,2026-01-16T12:45:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20478,ORD-10531,2026-01-16,dayton-core,12:00-14:00,2026-01-16T14:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20479,ORD-10532,2026-02-02,dayton-core,11:00-13:00,2026-02-02T14:05:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20480,ORD-10533,2026-02-04,dayton-core,10:00-12:00,2026-02-04T10:53:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20481,ORD-10534,2026-03-23,dayton-core,10:00-12:00,2026-03-23T11:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20482,ORD-10535,2026-03-26,dayton-core,15:00-17:00,2026-03-26T16:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20483,ORD-10536,2026-03-29,dayton-core,10:00-12:00,2026-03-29T11:31:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20484,ORD-10537,2026-03-29,dayton-core,15:00-17:00,2026-03-29T16:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20485,ORD-10538,2026-05-11,dayton-core,12:00-14:00,2026-05-11T13:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20486,ORD-10539,2025-11-24,north-river,10:00-12:00,2025-11-24T13:21:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20487,ORD-10540,2025-12-25,north-river,12:00-14:00,2025-12-25T13:34:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20488,ORD-10541,2025-12-29,north-river,11:00-13:00,2025-12-29T12:23:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20489,ORD-10542,2026-01-03,north-river,15:00-17:00,2026-01-03T16:09:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20490,ORD-10543,2026-01-09,north-river,10:00-12:00,2026-01-09T11:26:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20491,ORD-10544,2026-01-18,north-river,15:00-17:00,2026-01-18T18:50:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20492,ORD-10545,2026-01-29,north-river,12:00-14:00,2026-01-29T16:00:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20493,ORD-10546,2026-02-25,north-river,10:00-12:00,2026-02-25T11:53:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20494,ORD-10547,2026-03-17,north-river,10:00-12:00,2026-03-17T11:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20495,ORD-10548,2026-04-12,north-river,11:00-13:00,2026-04-12T12:42:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20496,ORD-10549,2026-05-01,north-river,10:00-12:00,2026-05-01T13:13:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-20497,ORD-10550,2026-05-05,north-river,11:00-13:00,2026-05-05T12:26:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20498,ORD-10551,2026-01-13,south-belt,12:00-14:00,2026-01-13T15:28:00,delivered_late,stable,true,rush add-on after route packed
DEL-20499,ORD-10552,2026-02-16,south-belt,11:00-13:00,2026-02-16T14:45:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20500,ORD-10553,2026-03-07,south-belt,11:00-13:00,2026-03-07T12:23:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20501,ORD-10554,2026-03-15,south-belt,10:00-12:00,2026-03-15T11:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20502,ORD-10555,2026-03-18,south-belt,11:00-13:00,2026-03-18T19:23:00,missed_window,stable,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20503,ORD-10556,2026-03-27,south-belt,10:00-12:00,2026-03-27T11:21:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20504,ORD-10557,2026-04-08,south-belt,12:00-14:00,2026-04-08T15:16:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20505,ORD-10558,2026-04-15,south-belt,10:00-12:00,2026-04-15T11:08:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20506,ORD-10559,2026-05-07,south-belt,12:00-14:00,2026-05-07T13:47:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20507,ORD-10560,2025-11-09,columbus-outer,12:00-14:00,2025-11-09T13:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20508,ORD-10561,2025-11-22,columbus-outer,10:00-12:00,2025-11-22T11:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20509,ORD-10562,2025-12-11,columbus-outer,15:00-17:00,2025-12-11T17:42:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20510,ORD-10563,2026-01-15,columbus-outer,15:00-17:00,2026-01-15T16:19:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20511,ORD-10564,2026-01-17,columbus-outer,10:00-12:00,2026-01-17T11:35:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20512,ORD-10565,2026-01-18,columbus-outer,15:00-17:00,2026-01-18T17:08:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20513,ORD-10566,2026-03-03,columbus-outer,15:00-17:00,2026-03-03T17:10:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20514,ORD-10567,2026-03-03,columbus-outer,10:00-12:00,2026-03-03T11:29:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20515,ORD-10568,2026-03-19,columbus-outer,10:00-12:00,2026-03-19T14:04:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20516,ORD-10569,2026-04-10,columbus-outer,15:00-17:00,2026-04-10T16:41:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20517,ORD-10570,2026-04-21,columbus-outer,15:00-17:00,2026-04-21T17:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20518,ORD-10571,2026-05-05,columbus-outer,11:00-13:00,2026-05-05T12:19:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20519,ORD-10572,2026-05-05,columbus-outer,11:00-13:00,2026-05-05T12:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20520,ORD-10573,2025-12-16,south-belt,15:00-17:00,2025-12-16T16:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20521,ORD-10574,2025-12-18,south-belt,12:00-14:00,2025-12-18T13:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20522,ORD-10575,2026-01-10,south-belt,10:00-12:00,2026-01-10T11:31:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20523,ORD-10576,2026-01-14,south-belt,15:00-17:00,2026-01-14T18:29:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20524,ORD-10577,2026-01-14,south-belt,10:00-12:00,2026-01-14T13:31:00,delivered_late,cold_snap,true,cold pack held longer than expected due traffic
DEL-20525,ORD-10578,2026-01-14,south-belt,12:00-14:00,2026-01-14T13:43:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20526,ORD-10579,2026-01-16,south-belt,15:00-17:00,2026-01-16T17:46:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20527,ORD-10580,2026-01-17,south-belt,10:00-12:00,2026-01-17T13:03:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20528,ORD-10581,2026-01-19,south-belt,15:00-17:00,2026-01-19T20:25:00,missed_window,stable,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20529,ORD-10582,2026-01-27,south-belt,12:00-14:00,2026-01-27T13:58:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20530,ORD-10583,2026-02-04,south-belt,11:00-13:00,2026-02-04T12:26:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20531,ORD-10584,2026-05-06,south-belt,12:00-14:00,2026-05-06T15:03:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20532,ORD-10585,2026-05-10,south-belt,12:00-14:00,2026-05-10T19:21:00,missed_window,stable,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20533,ORD-10586,2025-11-11,dayton-core,11:00-13:00,2025-11-11T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20534,ORD-10587,2025-11-14,dayton-core,11:00-13:00,2025-11-14T12:35:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20535,ORD-10588,2025-11-20,dayton-core,10:00-12:00,2025-11-20T11:34:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-20536,ORD-10589,2025-12-03,dayton-core,12:00-14:00,2025-12-03T13:09:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20537,ORD-10590,2025-12-04,dayton-core,10:00-12:00,2025-12-04T12:49:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20538,ORD-10591,2025-12-25,dayton-core,10:00-12:00,2025-12-25T13:35:00,delivered_late,stable,true,rush add-on after route packed
DEL-20539,ORD-10592,2026-01-09,dayton-core,10:00-12:00,2026-01-09T11:45:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20540,ORD-10593,2026-02-19,dayton-core,10:00-12:00,2026-02-19T11:54:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20541,ORD-10594,2026-02-23,dayton-core,10:00-12:00,2026-02-23T11:30:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20542,ORD-10595,2026-03-05,dayton-core,15:00-17:00,2026-03-05T16:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20543,ORD-10596,2026-04-03,dayton-core,11:00-13:00,2026-04-03T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20544,ORD-10597,2026-04-23,dayton-core,10:00-12:00,2026-04-23T11:26:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20545,ORD-10598,2026-05-04,dayton-core,15:00-17:00,2026-05-04T16:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20546,ORD-10599,2025-11-14,east-clinic,11:00-13:00,2025-11-14T12:22:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20547,ORD-10600,2025-11-16,east-clinic,12:00-14:00,2025-11-16T13:12:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-20548,ORD-10601,2025-11-24,east-clinic,12:00-14:00,2025-11-24T13:19:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20549,ORD-10602,2025-11-30,east-clinic,15:00-17:00,2025-11-30T18:26:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20550,ORD-10603,2026-01-07,east-clinic,12:00-14:00,2026-01-07T13:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20551,ORD-10604,2026-01-09,east-clinic,15:00-17:00,2026-01-09T16:47:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20552,ORD-10605,2026-02-02,east-clinic,11:00-13:00,2026-02-02T14:46:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20553,ORD-10606,2026-02-24,east-clinic,15:00-17:00,2026-02-24T16:31:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20554,ORD-10607,2026-02-27,east-clinic,10:00-12:00,2026-02-27T11:40:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20555,ORD-10608,2026-03-02,east-clinic,15:00-17:00,2026-03-02T16:22:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20556,ORD-10609,2026-03-10,east-clinic,10:00-12:00,2026-03-10T11:20:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20557,ORD-10610,2026-03-17,east-clinic,11:00-13:00,2026-03-17T13:12:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20558,ORD-10611,2026-04-18,east-clinic,11:00-13:00,2026-04-18T12:37:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20559,ORD-10612,2026-04-25,east-clinic,15:00-17:00,2026-04-25T16:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20560,ORD-10613,2025-12-11,west-lake,11:00-13:00,2025-12-11T12:04:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20561,ORD-10614,2025-12-15,west-lake,10:00-12:00,2025-12-15T12:10:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20562,ORD-10615,2025-12-25,west-lake,12:00-14:00,2025-12-25T13:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20563,ORD-10616,2026-01-10,west-lake,12:00-14:00,2026-01-10T13:43:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20564,ORD-10617,2026-02-22,west-lake,15:00-17:00,2026-02-22T15:57:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20565,ORD-10618,2026-04-26,west-lake,12:00-14:00,2026-04-26T13:25:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20566,ORD-10619,2026-05-04,west-lake,15:00-17:00,2026-05-04T16:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20567,ORD-10620,2026-05-07,west-lake,10:00-12:00,2026-05-07T11:45:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20568,ORD-10621,2025-11-22,west-lake,15:00-17:00,2025-11-22T16:18:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20569,ORD-10622,2025-12-01,west-lake,10:00-12:00,2025-12-01T13:32:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20570,ORD-10623,2025-12-20,west-lake,11:00-13:00,2025-12-20T13:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20571,ORD-10624,2025-12-27,west-lake,12:00-14:00,2025-12-27T13:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20572,ORD-10625,2026-01-13,west-lake,12:00-14:00,2026-01-13T18:04:00,missed_window,stable,false,rush add-on after route packed
DEL-20573,ORD-10626,2026-02-10,west-lake,15:00-17:00,2026-02-10T16:25:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20574,ORD-10627,2026-02-22,west-lake,11:00-13:00,2026-02-22T12:32:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20575,ORD-10628,2026-02-20,west-lake,10:00-12:00,2026-02-20T11:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20576,ORD-10629,2026-04-17,west-lake,10:00-12:00,2026-04-17T11:19:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20577,ORD-10630,2026-05-08,west-lake,15:00-17:00,2026-05-08T16:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20578,ORD-10631,2026-05-10,west-lake,15:00-17:00,2026-05-10T15:53:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20579,ORD-10632,2026-05-12,west-lake,12:00-14:00,2026-05-12T13:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20580,ORD-10633,2025-12-17,east-clinic,12:00-14:00,2025-12-17T13:40:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-20581,ORD-10634,2025-12-23,east-clinic,11:00-13:00,2025-12-23T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20582,ORD-10635,2026-01-01,east-clinic,11:00-13:00,2026-01-01T15:02:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20583,ORD-10636,2026-01-18,east-clinic,15:00-17:00,2026-01-18T19:14:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20584,ORD-10637,2026-01-25,east-clinic,15:00-17:00,2026-01-25T17:50:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20585,ORD-10638,2026-02-02,east-clinic,12:00-14:00,2026-02-02T17:12:00,missed_window,cold_snap,true,customer not available during first attempt; second pass pushed outside safe window
DEL-20586,ORD-10639,2026-02-02,east-clinic,15:00-17:00,2026-02-02T18:41:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-20587,ORD-10640,2026-02-01,east-clinic,10:00-12:00,2026-02-01T11:45:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20588,ORD-10641,2026-02-11,east-clinic,11:00-13:00,2026-02-11T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20589,ORD-10642,2026-03-06,east-clinic,10:00-12:00,2026-03-06T11:45:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20590,ORD-10643,2026-03-12,east-clinic,15:00-17:00,2026-03-12T16:06:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20591,ORD-10644,2026-04-20,east-clinic,15:00-17:00,2026-04-20T16:35:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20592,ORD-10645,2026-04-22,east-clinic,11:00-13:00,2026-04-22T12:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20593,ORD-10646,2025-11-14,east-clinic,12:00-14:00,2025-11-14T13:10:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-20594,ORD-10647,2025-11-19,east-clinic,15:00-17:00,2025-11-19T16:34:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20595,ORD-10648,2026-02-11,east-clinic,10:00-12:00,2026-02-11T12:47:00,delivered_late,cold_snap,true,cold pack held longer than expected due traffic
DEL-20596,ORD-10649,2026-02-19,east-clinic,11:00-13:00,2026-02-19T13:10:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-20597,ORD-10650,2026-02-24,east-clinic,12:00-14:00,2026-02-24T18:58:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-20598,ORD-10651,2026-03-06,east-clinic,10:00-12:00,2026-03-06T12:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20599,ORD-10652,2026-04-26,east-clinic,12:00-14:00,2026-04-26T13:49:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20600,ORD-10653,2025-11-13,north-river,10:00-12:00,2025-11-13T11:58:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20601,ORD-10654,2025-11-16,north-river,12:00-14:00,2025-11-16T14:14:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20602,ORD-10655,2025-11-16,north-river,12:00-14:00,2025-11-16T13:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20603,ORD-10656,2025-12-26,north-river,11:00-13:00,2025-12-26T12:25:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20604,ORD-10657,2026-02-16,north-river,10:00-12:00,2026-02-16T13:26:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20605,ORD-10658,2026-03-12,north-river,15:00-17:00,2026-03-12T16:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20606,ORD-10659,2026-03-17,north-river,11:00-13:00,2026-03-17T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20607,ORD-10660,2026-03-20,north-river,10:00-12:00,2026-03-20T11:22:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20608,ORD-10661,2026-04-01,north-river,12:00-14:00,2026-04-01T13:43:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20609,ORD-10662,2026-04-19,north-river,12:00-14:00,2026-04-19T13:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20610,ORD-10663,2025-11-05,west-lake,12:00-14:00,2025-11-05T13:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20611,ORD-10664,2025-11-18,west-lake,11:00-13:00,2025-11-18T14:37:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20612,ORD-10665,2025-11-27,west-lake,12:00-14:00,2025-11-27T13:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20613,ORD-10666,2025-12-04,west-lake,10:00-12:00,2025-12-04T11:47:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20614,ORD-10667,2025-12-12,west-lake,11:00-13:00,2025-12-12T14:53:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-20615,ORD-10668,2025-12-17,west-lake,11:00-13:00,2025-12-17T12:23:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20616,ORD-10669,2025-12-31,west-lake,11:00-13:00,2025-12-31T12:26:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-20617,ORD-10670,2026-01-07,west-lake,15:00-17:00,2026-01-07T16:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20618,ORD-10671,2026-02-14,west-lake,10:00-12:00,2026-02-14T11:12:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20619,ORD-10672,2026-02-18,west-lake,10:00-12:00,2026-02-18T11:29:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20620,ORD-10673,2026-03-10,west-lake,11:00-13:00,2026-03-10T12:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20621,ORD-10674,2026-03-14,west-lake,10:00-12:00,2026-03-14T11:18:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20622,ORD-10675,2026-03-19,west-lake,12:00-14:00,2026-03-19T13:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20623,ORD-10676,2026-02-15,dayton-core,12:00-14:00,2026-02-15T13:09:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20624,ORD-10677,2026-03-24,dayton-core,12:00-14:00,2026-03-24T15:39:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-20625,ORD-10678,2026-03-27,dayton-core,12:00-14:00,2026-03-27T13:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20626,ORD-10679,2026-04-05,dayton-core,15:00-17:00,2026-04-05T16:26:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20627,ORD-10680,2026-04-20,dayton-core,15:00-17:00,2026-04-20T17:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20628,ORD-10681,2026-04-25,dayton-core,12:00-14:00,2026-04-25T13:08:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-20629,ORD-10682,2026-05-10,dayton-core,12:00-14:00,2026-05-10T13:27:00,delivered,stable,false,direct handoff; acclimation note reviewed
