order_id,order_date,customer_id,sku,quantity,unit_price,total_order_value,order_channel,rush_requested,fulfillment_type,notes
ORD-10237,2026-03-07,CUST-0025,CORL-TOR-001,1,164,164,phone,false,live_delivery,normal order; no manual override requested
ORD-10238,2026-03-08,CUST-0025,INVT-CRB-001,2,18,36,concierge,false,live_delivery,normal order; no manual override requested
ORD-10238,2026-03-08,CUST-0025,FISH-TRG-001,1,149,149,concierge,false,live_delivery,normal order; no manual override requested
ORD-10239,2026-03-31,CUST-0025,FISH-HWK-001,2,72,144,email,false,live_delivery,normal order; no manual override requested
ORD-10240,2026-04-11,CUST-0025,FISH-FOX-001,1,112,112,concierge,false,live_delivery,normal order; no manual override requested
ORD-10241,2026-04-11,CUST-0025,INVT-CRB-001,3,18,54,concierge,false,live_delivery,normal order; no manual override requested
ORD-10241,2026-04-11,CUST-0025,INVT-SHR-002,5,16,80,concierge,false,live_delivery,normal order; no manual override requested
ORD-10242,2026-04-23,CUST-0025,INVT-SHR-001,3,34,102,web,false,live_delivery,normal order; no manual override requested
ORD-10242,2026-04-23,CUST-0025,CORL-MNT-001,1,88,88,web,false,live_delivery,normal order; no manual override requested
ORD-10243,2026-05-01,CUST-0025,INVT-SHR-002,5,16,80,web,false,live_delivery,normal order; no manual override requested
ORD-10243,2026-05-01,CUST-0025,CORL-TOR-001,1,164,164,web,false,live_delivery,normal order; no manual override requested
ORD-10244,2025-11-27,CUST-0026,FISH-HWK-001,1,72,72,web,false,live_delivery,normal order; no manual override requested
ORD-10244,2025-11-27,CUST-0026,EQUIP-DOS-001,1,214,214,web,false,live_delivery,normal order; no manual override requested
ORD-10245,2025-12-26,CUST-0026,FISH-HWK-001,1,72,72,web,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10245,2025-12-26,CUST-0026,INVT-SHR-002,3,16,48,web,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10245,2025-12-26,CUST-0026,FISH-TRG-001,1,149,149,web,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10246,2026-04-01,CUST-0026,EQUIP-ALR-001,1,62,62,email,false,live_delivery,normal order; no manual override requested
ORD-10246,2026-04-01,CUST-0026,FISH-TNG-001,2,98,196,email,false,live_delivery,normal order; no manual override requested
ORD-10247,2026-04-06,CUST-0026,CORL-ANO-001,1,132,132,email,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10248,2026-04-16,CUST-0026,INVT-CRB-001,3,18,54,concierge,false,live_delivery,normal order; no manual override requested
ORD-10249,2026-04-24,CUST-0026,INVT-SNA-001,4,24,96,web,false,live_delivery,normal order; no manual override requested
ORD-10249,2026-04-24,CUST-0026,CORL-ZOA-001,2,95,190,web,false,live_delivery,normal order; no manual override requested
ORD-10249,2026-04-24,CUST-0026,EQUIP-ALR-001,1,62,62,web,false,live_delivery,normal order; no manual override requested
ORD-10250,2026-05-05,CUST-0026,INVT-SNA-001,1,24,24,email,false,live_delivery,normal order; no manual override requested
ORD-10251,2025-11-04,CUST-0027,FISH-WRS-001,1,42,42,concierge,false,live_delivery,normal order; no manual override requested
ORD-10252,2025-11-08,CUST-0027,FISH-TNG-001,2,98,196,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10252,2025-11-08,CUST-0027,CORL-ANO-001,1,132,132,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10252,2025-11-08,CUST-0027,EQUIP-ALR-001,2,62,124,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10253,2025-11-21,CUST-0027,BNDL-CLR-001,1,84,84,email,true,live_delivery,rush requested against current route pressure
ORD-10253,2025-11-21,CUST-0027,EQUIP-ALR-001,1,62,62,email,true,live_delivery,rush requested against current route pressure
ORD-10254,2025-12-04,CUST-0027,FISH-FOX-001,1,112,112,email,false,live_delivery,normal order; no manual override requested
ORD-10254,2025-12-04,CUST-0027,CORL-TOR-001,1,164,164,email,false,live_delivery,normal order; no manual override requested
ORD-10254,2025-12-04,CUST-0027,CORL-ZOA-001,1,95,95,email,false,live_delivery,normal order; no manual override requested
ORD-10255,2025-12-10,CUST-0027,FISH-WRS-001,1,42,42,phone,false,live_delivery,normal order; no manual override requested
ORD-10256,2026-01-23,CUST-0027,FISH-TRG-001,1,149,149,email,false,live_delivery,normal order; no manual override requested
ORD-10256,2026-01-23,CUST-0027,CORL-MSH-001,1,68,68,email,false,live_delivery,normal order; no manual override requested
ORD-10256,2026-01-23,CUST-0027,CORL-TOR-001,1,164,164,email,false,live_delivery,normal order; no manual override requested
ORD-10257,2026-01-28,CUST-0027,CORL-MSH-001,1,68,68,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10257,2026-01-28,CUST-0027,CORL-ANO-001,1,132,132,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10257,2026-01-28,CUST-0027,FISH-HWK-001,1,72,72,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10258,2026-03-07,CUST-0027,FISH-WRS-001,1,42,42,email,false,live_delivery,normal order; no manual override requested
ORD-10258,2026-03-07,CUST-0027,BNDL-CLR-001,1,84,84,email,false,live_delivery,normal order; no manual override requested
ORD-10259,2026-03-15,CUST-0027,EQUIP-ALR-001,1,62,62,concierge,false,live_delivery,normal order; no manual override requested
ORD-10259,2026-03-15,CUST-0027,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10260,2026-04-25,CUST-0027,FISH-CLN-001,1,78,78,phone,false,live_delivery,normal order; no manual override requested
ORD-10261,2025-11-18,CUST-0028,BNDL-CLR-001,1,84,84,phone,false,live_delivery,normal order; no manual override requested
ORD-10261,2025-11-18,CUST-0028,EQUIP-DOS-001,1,214,214,phone,false,live_delivery,normal order; no manual override requested
ORD-10261,2025-11-18,CUST-0028,CORL-ZOA-001,1,95,95,phone,false,live_delivery,normal order; no manual override requested
ORD-10262,2025-12-16,CUST-0028,FISH-HWK-001,1,72,72,concierge,true,live_delivery,rush requested against current route pressure
ORD-10262,2025-12-16,CUST-0028,CORL-MNT-001,1,88,88,concierge,true,live_delivery,rush requested against current route pressure
ORD-10263,2025-12-17,CUST-0028,EQUIP-DOS-001,1,214,214,email,false,live_delivery,normal order; no manual override requested
ORD-10263,2025-12-17,CUST-0028,INVT-SHR-003,2,48,96,email,false,live_delivery,normal order; no manual override requested
ORD-10263,2025-12-17,CUST-0028,FISH-HWK-001,1,72,72,email,false,live_delivery,normal order; no manual override requested
ORD-10264,2026-02-09,CUST-0028,BNDL-CLR-001,1,84,84,concierge,false,live_delivery,normal order; no manual override requested
ORD-10265,2026-02-15,CUST-0028,CORL-TOR-001,2,164,328,web,false,live_delivery,normal order; no manual override requested
ORD-10265,2026-02-15,CUST-0028,INVT-SHR-003,2,48,96,web,false,live_delivery,normal order; no manual override requested
ORD-10265,2026-02-15,CUST-0028,CORL-MSH-001,1,68,68,web,false,live_delivery,normal order; no manual override requested
ORD-10266,2026-03-05,CUST-0028,FISH-CLN-001,1,78,78,concierge,false,live_delivery,normal order; no manual override requested
ORD-10266,2026-03-05,CUST-0028,INVT-SNA-001,2,24,48,concierge,false,live_delivery,normal order; no manual override requested
ORD-10266,2026-03-05,CUST-0028,CORL-ZOA-001,1,95,95,concierge,false,live_delivery,normal order; no manual override requested
ORD-10267,2026-04-14,CUST-0028,FISH-CLN-001,1,78,78,phone,false,live_delivery,normal order; no manual override requested
ORD-10268,2026-04-14,CUST-0028,CORL-HMR-001,1,128,128,web,false,live_delivery,normal order; no manual override requested
ORD-10268,2026-04-14,CUST-0028,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10268,2026-04-14,CUST-0028,CORL-MSH-001,1,68,68,web,false,live_delivery,normal order; no manual override requested
ORD-10269,2026-05-10,CUST-0028,EQUIP-ALR-001,1,62,62,phone,false,live_delivery,normal order; no manual override requested
ORD-10269,2026-05-10,CUST-0028,BNDL-CLR-001,1,84,84,phone,false,live_delivery,normal order; no manual override requested
ORD-10270,2025-11-27,CUST-0029,INVT-SHR-001,6,34,204,web,false,live_delivery,normal order; no manual override requested
ORD-10270,2025-11-27,CUST-0029,INVT-CRB-001,3,18,54,web,false,live_delivery,normal order; no manual override requested
ORD-10270,2025-11-27,CUST-0029,CORL-HMR-001,2,128,256,web,false,live_delivery,normal order; no manual override requested
ORD-10271,2025-12-07,CUST-0029,FISH-TNG-001,2,98,196,email,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10271,2025-12-07,CUST-0029,FISH-TRG-001,1,149,149,email,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10271,2025-12-07,CUST-0029,INVT-SHR-001,6,34,204,email,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10272,2025-12-16,CUST-0029,INVT-SHR-001,2,34,68,concierge,false,live_delivery,normal order; no manual override requested
ORD-10272,2025-12-16,CUST-0029,FISH-FOX-001,1,112,112,concierge,false,live_delivery,normal order; no manual override requested
ORD-10272,2025-12-16,CUST-0029,EQUIP-QTN-001,1,172,172,concierge,false,live_delivery,normal order; no manual override requested
ORD-10273,2026-01-07,CUST-0029,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10273,2026-01-07,CUST-0029,INVT-SHR-003,1,48,48,concierge,false,live_delivery,normal order; no manual override requested
ORD-10274,2026-01-30,CUST-0029,EQUIP-DOS-001,1,214,214,email,false,live_delivery,normal order; no manual override requested
ORD-10275,2026-02-04,CUST-0029,CORL-HMR-001,2,128,256,phone,false,live_delivery,normal order; no manual override requested
ORD-10275,2026-02-04,CUST-0029,INVT-SHR-003,2,48,96,phone,false,live_delivery,normal order; no manual override requested
ORD-10276,2026-03-04,CUST-0029,FISH-CLN-001,1,78,78,concierge,false,live_delivery,normal order; no manual override requested
ORD-10276,2026-03-04,CUST-0029,INVT-SHR-003,4,48,192,concierge,false,live_delivery,normal order; no manual override requested
ORD-10277,2026-03-12,CUST-0029,CORL-ZOA-001,1,95,95,phone,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10277,2026-03-12,CUST-0029,FISH-TRG-001,1,149,149,phone,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10277,2026-03-12,CUST-0029,INVT-SHR-001,6,34,204,phone,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10278,2026-03-30,CUST-0029,EQUIP-QTN-001,2,172,344,concierge,false,live_delivery,normal order; no manual override requested
ORD-10278,2026-03-30,CUST-0029,INVT-CRB-001,6,18,108,concierge,false,live_delivery,normal order; no manual override requested
ORD-10278,2026-03-30,CUST-0029,CORL-ZOA-001,1,95,95,concierge,false,live_delivery,normal order; no manual override requested
ORD-10279,2026-04-10,CUST-0029,CORL-ZOA-001,2,95,190,phone,false,live_delivery,normal order; no manual override requested
ORD-10280,2026-04-20,CUST-0029,INVT-SNA-001,3,24,72,concierge,false,live_delivery,normal order; no manual override requested
ORD-10280,2026-04-20,CUST-0029,FISH-HWK-001,1,72,72,concierge,false,live_delivery,normal order; no manual override requested
ORD-10281,2025-11-25,CUST-0030,BNDL-CLR-001,1,84,84,phone,false,live_delivery,normal order; no manual override requested
ORD-10282,2025-12-25,CUST-0030,CORL-ANO-001,2,132,264,email,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10283,2026-02-03,CUST-0030,CORL-ANO-001,1,132,132,concierge,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10284,2026-02-10,CUST-0030,FISH-CLN-001,1,78,78,web,false,live_delivery,normal order; no manual override requested
ORD-10284,2026-02-10,CUST-0030,CORL-HMR-001,1,128,128,web,false,live_delivery,normal order; no manual override requested
ORD-10284,2026-02-10,CUST-0030,INVT-SHR-001,6,34,204,web,false,live_delivery,normal order; no manual override requested
ORD-10285,2026-03-02,CUST-0030,INVT-SHR-003,3,48,144,email,false,live_delivery,normal order; no manual override requested
ORD-10285,2026-03-02,CUST-0030,EQUIP-QTN-001,1,172,172,email,false,live_delivery,normal order; no manual override requested
ORD-10285,2026-03-02,CUST-0030,BNDL-CLR-001,1,84,84,email,false,live_delivery,normal order; no manual override requested
ORD-10286,2026-03-03,CUST-0030,INVT-SHR-001,2,34,68,web,false,live_delivery,normal order; no manual override requested
ORD-10287,2026-03-05,CUST-0030,FISH-WRS-001,1,42,42,email,false,live_delivery,normal order; no manual override requested
ORD-10288,2026-03-11,CUST-0030,INVT-SHR-002,3,16,48,web,false,live_delivery,normal order; no manual override requested
ORD-10288,2026-03-11,CUST-0030,BNDL-CLR-001,1,84,84,web,false,live_delivery,normal order; no manual override requested
ORD-10289,2026-03-15,CUST-0030,INVT-CRB-001,1,18,18,concierge,false,live_delivery,normal order; no manual override requested
ORD-10289,2026-03-15,CUST-0030,CORL-TOR-001,1,164,164,concierge,false,live_delivery,normal order; no manual override requested
ORD-10290,2026-03-22,CUST-0030,EQUIP-ALR-001,1,62,62,concierge,false,live_delivery,normal order; no manual override requested
ORD-10290,2026-03-22,CUST-0030,FISH-CLN-001,1,78,78,concierge,false,live_delivery,normal order; no manual override requested
ORD-10290,2026-03-22,CUST-0030,FISH-HWK-001,2,72,144,concierge,false,live_delivery,normal order; no manual override requested
ORD-10291,2025-11-02,CUST-0031,FISH-HWK-001,2,72,144,email,false,live_delivery,normal order; no manual override requested
ORD-10291,2025-11-02,CUST-0031,FISH-CLN-001,2,78,156,email,false,live_delivery,normal order; no manual override requested
ORD-10292,2025-11-28,CUST-0031,INVT-SNA-001,4,24,96,web,false,live_delivery,normal order; no manual override requested
ORD-10292,2025-11-28,CUST-0031,FISH-HWK-001,2,72,144,web,false,live_delivery,normal order; no manual override requested
ORD-10292,2025-11-28,CUST-0031,FISH-FOX-001,2,112,224,web,false,live_delivery,normal order; no manual override requested
ORD-10293,2026-01-07,CUST-0031,CORL-ANO-001,1,132,132,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10293,2026-01-07,CUST-0031,INVT-SHR-003,1,48,48,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10293,2026-01-07,CUST-0031,CORL-MSH-001,1,68,68,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10294,2026-01-19,CUST-0031,FISH-TNG-001,1,98,98,web,false,live_delivery,normal order; no manual override requested
ORD-10294,2026-01-19,CUST-0031,FISH-FOX-001,1,112,112,web,false,live_delivery,normal order; no manual override requested
ORD-10295,2026-01-28,CUST-0031,CORL-TOR-001,1,164,164,phone,false,live_delivery,normal order; no manual override requested
ORD-10295,2026-01-28,CUST-0031,FISH-FOX-001,1,112,112,phone,false,live_delivery,normal order; no manual override requested
ORD-10296,2026-02-08,CUST-0031,INVT-SNA-001,3,24,72,email,false,live_delivery,normal order; no manual override requested
ORD-10296,2026-02-08,CUST-0031,FISH-TRG-001,2,149,298,email,false,live_delivery,normal order; no manual override requested
ORD-10296,2026-02-08,CUST-0031,CORL-HMR-001,1,128,128,email,false,live_delivery,normal order; no manual override requested
ORD-10297,2026-02-28,CUST-0031,CORL-HMR-001,1,128,128,web,false,live_delivery,normal order; no manual override requested
ORD-10297,2026-02-28,CUST-0031,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10297,2026-02-28,CUST-0031,INVT-SNA-001,4,24,96,web,false,live_delivery,normal order; no manual override requested
ORD-10298,2026-05-01,CUST-0031,CORL-TOR-001,1,164,164,web,false,live_delivery,normal order; no manual override requested
ORD-10299,2026-05-07,CUST-0031,CORL-HMR-001,1,128,128,web,false,live_delivery,normal order; no manual override requested
ORD-10299,2026-05-07,CUST-0031,FISH-TNG-001,1,98,98,web,false,live_delivery,normal order; no manual override requested
ORD-10300,2026-05-07,CUST-0031,CORL-ANO-001,1,132,132,concierge,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10300,2026-05-07,CUST-0031,CORL-TOR-001,1,164,164,concierge,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10300,2026-05-07,CUST-0031,CORL-HMR-001,1,128,128,concierge,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10301,2025-11-18,CUST-0032,EQUIP-QTN-001,1,172,172,web,false,live_delivery,normal order; no manual override requested
ORD-10301,2025-11-18,CUST-0032,CORL-MNT-001,1,88,88,web,false,live_delivery,normal order; no manual override requested
ORD-10302,2025-11-19,CUST-0032,FISH-HWK-001,1,72,72,web,false,live_delivery,normal order; no manual override requested
ORD-10303,2026-01-12,CUST-0032,CORL-MNT-001,1,88,88,phone,false,live_delivery,normal order; no manual override requested
ORD-10303,2026-01-12,CUST-0032,BNDL-CLR-001,1,84,84,phone,false,live_delivery,normal order; no manual override requested
ORD-10303,2026-01-12,CUST-0032,FISH-HWK-001,1,72,72,phone,false,live_delivery,normal order; no manual override requested
ORD-10304,2026-01-14,CUST-0032,INVT-SNA-001,1,24,24,concierge,false,live_delivery,normal order; no manual override requested
ORD-10304,2026-01-14,CUST-0032,INVT-SHR-002,5,16,80,concierge,false,live_delivery,normal order; no manual override requested
ORD-10305,2026-02-01,CUST-0032,CORL-MNT-001,1,88,88,web,false,live_delivery,normal order; no manual override requested
ORD-10306,2026-03-10,CUST-0032,FISH-HWK-001,1,72,72,web,false,live_delivery,normal order; no manual override requested
ORD-10307,2026-03-23,CUST-0032,FISH-CLN-001,1,78,78,email,false,live_delivery,normal order; no manual override requested
ORD-10308,2026-05-06,CUST-0032,EQUIP-QTN-001,1,172,172,phone,false,live_delivery,normal order; no manual override requested
ORD-10308,2026-05-06,CUST-0032,CORL-HMR-001,1,128,128,phone,false,live_delivery,normal order; no manual override requested
ORD-10308,2026-05-06,CUST-0032,EQUIP-DOS-001,1,214,214,phone,false,live_delivery,normal order; no manual override requested
ORD-10309,2025-12-18,CUST-0033,CORL-ZOA-001,2,95,190,web,false,live_delivery,normal order; no manual override requested
ORD-10309,2025-12-18,CUST-0033,CORL-TOR-001,1,164,164,web,false,live_delivery,normal order; no manual override requested
ORD-10309,2025-12-18,CUST-0033,BNDL-CLR-001,1,84,84,web,false,live_delivery,normal order; no manual override requested
ORD-10310,2025-12-21,CUST-0033,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10310,2025-12-21,CUST-0033,INVT-SHR-003,4,48,192,concierge,false,live_delivery,normal order; no manual override requested
ORD-10311,2025-12-30,CUST-0033,INVT-CRB-001,4,18,72,web,false,live_delivery,normal order; no manual override requested
ORD-10311,2025-12-30,CUST-0033,EQUIP-QTN-001,1,172,172,web,false,live_delivery,normal order; no manual override requested
ORD-10311,2025-12-30,CUST-0033,FISH-HWK-001,2,72,144,web,false,live_delivery,normal order; no manual override requested
ORD-10312,2026-01-15,CUST-0033,EQUIP-QTN-001,1,172,172,email,false,live_delivery,normal order; no manual override requested
ORD-10313,2026-03-06,CUST-0033,BNDL-CLR-001,1,84,84,concierge,false,live_delivery,normal order; no manual override requested
ORD-10313,2026-03-06,CUST-0033,INVT-SHR-003,2,48,96,concierge,false,live_delivery,normal order; no manual override requested
ORD-10314,2026-03-24,CUST-0033,EQUIP-DOS-001,1,214,214,phone,false,live_delivery,normal order; no manual override requested
ORD-10314,2026-03-24,CUST-0033,BNDL-CLR-001,1,84,84,phone,false,live_delivery,normal order; no manual override requested
ORD-10314,2026-03-24,CUST-0033,FISH-WRS-001,1,42,42,phone,false,live_delivery,normal order; no manual override requested
ORD-10315,2026-03-24,CUST-0033,INVT-SHR-001,1,34,34,concierge,false,live_delivery,normal order; no manual override requested
ORD-10316,2026-03-28,CUST-0033,FISH-HWK-001,1,72,72,concierge,false,live_delivery,normal order; no manual override requested
ORD-10316,2026-03-28,CUST-0033,INVT-SNA-001,2,24,48,concierge,false,live_delivery,normal order; no manual override requested
ORD-10316,2026-03-28,CUST-0033,EQUIP-DOS-001,1,214,214,concierge,false,live_delivery,normal order; no manual override requested
ORD-10317,2026-04-17,CUST-0033,INVT-SHR-002,1,16,16,concierge,false,live_delivery,normal order; no manual override requested
ORD-10317,2026-04-17,CUST-0033,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10317,2026-04-17,CUST-0033,FISH-HWK-001,1,72,72,concierge,false,live_delivery,normal order; no manual override requested
ORD-10318,2026-05-02,CUST-0033,FISH-HWK-001,1,72,72,email,false,live_delivery,normal order; no manual override requested
ORD-10319,2025-11-19,CUST-0034,CORL-TOR-001,1,164,164,concierge,true,live_delivery,rush requested against current route pressure
ORD-10319,2025-11-19,CUST-0034,BNDL-CLR-001,1,84,84,concierge,true,live_delivery,rush requested against current route pressure
ORD-10320,2025-12-15,CUST-0034,CORL-MNT-001,1,88,88,email,false,live_delivery,normal order; no manual override requested
ORD-10320,2025-12-15,CUST-0034,EQUIP-DOS-001,1,214,214,email,false,live_delivery,normal order; no manual override requested
ORD-10320,2025-12-15,CUST-0034,CORL-HMR-001,1,128,128,email,false,live_delivery,normal order; no manual override requested
ORD-10321,2026-01-28,CUST-0034,CORL-TOR-001,1,164,164,phone,false,live_delivery,normal order; no manual override requested
ORD-10321,2026-01-28,CUST-0034,FISH-WRS-001,1,42,42,phone,false,live_delivery,normal order; no manual override requested
ORD-10321,2026-01-28,CUST-0034,EQUIP-ALR-001,1,62,62,phone,false,live_delivery,normal order; no manual override requested
ORD-10322,2026-03-01,CUST-0034,INVT-SHR-002,3,16,48,email,false,live_delivery,normal order; no manual override requested
ORD-10323,2026-03-16,CUST-0034,INVT-SHR-002,5,16,80,concierge,false,live_delivery,normal order; no manual override requested
ORD-10323,2026-03-16,CUST-0034,FISH-WRS-001,1,42,42,concierge,false,live_delivery,normal order; no manual override requested
ORD-10324,2026-03-20,CUST-0034,FISH-HWK-001,1,72,72,phone,false,live_delivery,normal order; no manual override requested
ORD-10324,2026-03-20,CUST-0034,CORL-ZOA-001,1,95,95,phone,false,live_delivery,normal order; no manual override requested
ORD-10325,2026-03-26,CUST-0034,FISH-WRS-001,1,42,42,email,false,live_delivery,normal order; no manual override requested
ORD-10325,2026-03-26,CUST-0034,CORL-MNT-001,1,88,88,email,false,live_delivery,normal order; no manual override requested
ORD-10326,2026-04-11,CUST-0034,FISH-CLN-001,1,78,78,web,false,live_delivery,normal order; no manual override requested
ORD-10327,2026-04-21,CUST-0034,CORL-TOR-001,1,164,164,web,false,live_delivery,normal order; no manual override requested
ORD-10328,2025-11-08,CUST-0035,FISH-TNG-001,2,98,196,web,false,live_delivery,normal order; no manual override requested
ORD-10328,2025-11-08,CUST-0035,INVT-SHR-002,4,16,64,web,false,live_delivery,normal order; no manual override requested
ORD-10328,2025-11-08,CUST-0035,EQUIP-ALR-001,1,62,62,web,false,live_delivery,normal order; no manual override requested
ORD-10329,2025-12-07,CUST-0035,CORL-ZOA-001,1,95,95,web,false,live_delivery,normal order; no manual override requested
ORD-10329,2025-12-07,CUST-0035,FISH-TRG-001,2,149,298,web,false,live_delivery,normal order; no manual override requested
ORD-10329,2025-12-07,CUST-0035,FISH-FOX-001,1,112,112,web,false,live_delivery,normal order; no manual override requested
ORD-10330,2025-12-30,CUST-0035,INVT-CRB-001,1,18,18,web,false,live_delivery,normal order; no manual override requested
ORD-10330,2025-12-30,CUST-0035,EQUIP-ALR-001,1,62,62,web,false,live_delivery,normal order; no manual override requested
ORD-10330,2025-12-30,CUST-0035,INVT-SHR-003,5,48,240,web,false,live_delivery,normal order; no manual override requested
ORD-10331,2025-12-30,CUST-0035,EQUIP-DOS-001,1,214,214,web,true,live_delivery,rush requested against current route pressure
ORD-10331,2025-12-30,CUST-0035,FISH-HWK-001,1,72,72,web,true,live_delivery,rush requested against current route pressure
ORD-10331,2025-12-30,CUST-0035,FISH-CLN-001,2,78,156,web,true,live_delivery,rush requested against current route pressure
ORD-10332,2026-01-15,CUST-0035,CORL-ZOA-001,1,95,95,concierge,false,live_delivery,normal order; no manual override requested
ORD-10332,2026-01-15,CUST-0035,EQUIP-QTN-001,1,172,172,concierge,false,live_delivery,normal order; no manual override requested
ORD-10332,2026-01-15,CUST-0035,CORL-MNT-001,1,88,88,concierge,false,live_delivery,normal order; no manual override requested
ORD-10332,2026-01-15,CUST-0035,INVT-SHR-001,2,34,68,concierge,false,live_delivery,normal order; no manual override requested
ORD-10333,2026-01-21,CUST-0035,INVT-SHR-003,3,48,144,web,false,live_delivery,normal order; no manual override requested
ORD-10333,2026-01-21,CUST-0035,CORL-TOR-001,1,164,164,web,false,live_delivery,normal order; no manual override requested
ORD-10334,2026-01-29,CUST-0035,EQUIP-QTN-001,1,172,172,web,false,live_delivery,normal order; no manual override requested
ORD-10334,2026-01-29,CUST-0035,INVT-SHR-001,6,34,204,web,false,live_delivery,normal order; no manual override requested
ORD-10335,2026-03-12,CUST-0035,EQUIP-ALR-001,1,62,62,concierge,false,live_delivery,normal order; no manual override requested
ORD-10335,2026-03-12,CUST-0035,EQUIP-QTN-001,1,172,172,concierge,false,live_delivery,normal order; no manual override requested
ORD-10335,2026-03-12,CUST-0035,FISH-HWK-001,1,72,72,concierge,false,live_delivery,normal order; no manual override requested
ORD-10335,2026-03-12,CUST-0035,INVT-SHR-003,2,48,96,concierge,false,live_delivery,normal order; no manual override requested
ORD-10336,2025-11-29,CUST-0036,CORL-MNT-001,1,88,88,phone,false,live_delivery,normal order; no manual override requested
ORD-10336,2025-11-29,CUST-0036,CORL-ZOA-001,2,95,190,phone,false,live_delivery,normal order; no manual override requested
ORD-10336,2025-11-29,CUST-0036,FISH-WRS-001,1,42,42,phone,false,live_delivery,normal order; no manual override requested
ORD-10337,2026-01-08,CUST-0036,FISH-TRG-001,1,149,149,web,false,live_delivery,normal order; no manual override requested
ORD-10337,2026-01-08,CUST-0036,CORL-MSH-001,1,68,68,web,false,live_delivery,normal order; no manual override requested
ORD-10338,2026-02-07,CUST-0036,FISH-CLN-001,1,78,78,email,false,live_delivery,normal order; no manual override requested
ORD-10338,2026-02-07,CUST-0036,INVT-SHR-002,2,16,32,email,false,live_delivery,normal order; no manual override requested
ORD-10339,2026-02-23,CUST-0036,FISH-CLN-001,1,78,78,concierge,false,live_delivery,normal order; no manual override requested
ORD-10339,2026-02-23,CUST-0036,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10340,2026-04-10,CUST-0036,FISH-TRG-001,1,149,149,concierge,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10340,2026-04-10,CUST-0036,INVT-SHR-003,3,48,144,concierge,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10341,2026-04-16,CUST-0036,EQUIP-DOS-001,1,214,214,concierge,false,live_delivery,normal order; no manual override requested
ORD-10341,2026-04-16,CUST-0036,CORL-MSH-001,1,68,68,concierge,false,live_delivery,normal order; no manual override requested
ORD-10341,2026-04-16,CUST-0036,FISH-WRS-001,1,42,42,concierge,false,live_delivery,normal order; no manual override requested
ORD-10342,2026-04-24,CUST-0036,CORL-TOR-001,1,164,164,concierge,false,live_delivery,normal order; no manual override requested
ORD-10342,2026-04-24,CUST-0036,CORL-MSH-001,1,68,68,concierge,false,live_delivery,normal order; no manual override requested
ORD-10342,2026-04-24,CUST-0036,EQUIP-QTN-001,1,172,172,concierge,false,live_delivery,normal order; no manual override requested
ORD-10342,2026-04-24,CUST-0036,INVT-SHR-001,6,34,204,concierge,false,live_delivery,normal order; no manual override requested
ORD-10343,2026-05-07,CUST-0036,FISH-TRG-001,1,149,149,phone,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
ORD-10343,2026-05-07,CUST-0036,CORL-MSH-001,1,68,68,phone,false,live_delivery,customer asked if trigger and shrimp can live together; sales moved fast
