visit_id,customer_id,service_date,service_type,technician_name,issue_found,followup_required,visit_value,notes
VIS-30305,CUST-0275,2025-11-06,monthly_maintenance,Luis Mendez,filter sock clogged,false,90,service visit should feel routine and stabilize the account
VIS-30306,CUST-0275,2025-11-11,monthly_maintenance,Ari Patel,sump evaporation swings,false,62,service visit should feel routine and stabilize the account
VIS-30307,CUST-0275,2025-12-15,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,132,service visit should feel routine and stabilize the account
VIS-30308,CUST-0276,2025-12-13,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,132,service visit should feel routine and stabilize the account
VIS-30309,CUST-0276,2026-04-05,monthly_maintenance,Ari Patel,sump evaporation swings,true,149,service visit should feel routine and stabilize the account
VIS-30310,CUST-0277,2025-11-12,monthly_maintenance,Luis Mendez,filter sock clogged,true,128,service visit should feel routine and stabilize the account
VIS-30311,CUST-0277,2025-12-23,monthly_maintenance,Luis Mendez,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30312,CUST-0277,2026-02-15,monthly_maintenance,Nora Bell,sump evaporation swings,true,18,service visit should feel routine and stabilize the account
VIS-30313,CUST-0277,2026-03-05,monthly_maintenance,Ari Patel,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30314,CUST-0278,2026-01-14,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,18,service visit should feel routine and stabilize the account
VIS-30315,CUST-0278,2026-01-19,monthly_maintenance,Ari Patel,filter sock clogged,false,28,service visit should feel routine and stabilize the account
VIS-30316,CUST-0279,2025-11-27,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,34,service visit should feel routine and stabilize the account
VIS-30317,CUST-0279,2025-12-17,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,84,service visit should feel routine and stabilize the account
VIS-30318,CUST-0279,2026-02-04,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,95,service visit should feel routine and stabilize the account
VIS-30319,CUST-0280,2025-11-09,monthly_maintenance,Rosa Kim,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30320,CUST-0281,2026-02-01,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,62,service visit should feel routine and stabilize the account
VIS-30321,CUST-0281,2026-03-13,monthly_maintenance,Rosa Kim,filter sock clogged,true,16,service visit should feel routine and stabilize the account
VIS-30322,CUST-0282,2026-01-30,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,34,service visit should feel routine and stabilize the account
VIS-30323,CUST-0282,2026-04-15,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30324,CUST-0283,2026-04-29,monthly_maintenance,Ari Patel,filter sock clogged,false,54,service visit should feel routine and stabilize the account
VIS-30325,CUST-0284,2025-12-09,monthly_maintenance,Rosa Kim,filter sock clogged,false,42,service visit should feel routine and stabilize the account
VIS-30326,CUST-0284,2025-12-11,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,90,service visit should feel routine and stabilize the account
VIS-30327,CUST-0284,2026-01-30,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,34,service visit should feel routine and stabilize the account
VIS-30328,CUST-0285,2026-03-16,monthly_maintenance,Nora Bell,filter sock clogged,false,90,service visit should feel routine and stabilize the account
VIS-30329,CUST-0286,2026-02-06,monthly_maintenance,Luis Mendez,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30330,CUST-0286,2026-02-13,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,54,service visit should feel routine and stabilize the account
VIS-30331,CUST-0286,2026-03-23,monthly_maintenance,Ari Patel,filter sock clogged,true,68,service visit should feel routine and stabilize the account
VIS-30332,CUST-0287,2025-11-10,monthly_maintenance,Ari Patel,sump evaporation swings,true,34,service visit should feel routine and stabilize the account
VIS-30333,CUST-0287,2026-04-10,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,62,service visit should feel routine and stabilize the account
VIS-30334,CUST-0288,2025-11-16,monthly_maintenance,Rosa Kim,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30335,CUST-0288,2026-04-24,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,42,service visit should feel routine and stabilize the account
VIS-30336,CUST-0289,2026-01-20,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,148,service visit should feel routine and stabilize the account
VIS-30337,CUST-0289,2026-02-01,monthly_maintenance,Mei Chen,sump evaporation swings,false,78,service visit should feel routine and stabilize the account
VIS-30338,CUST-0289,2026-03-12,monthly_maintenance,Rosa Kim,sump evaporation swings,false,18,service visit should feel routine and stabilize the account
VIS-30339,CUST-0290,2025-11-03,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,68,service visit should feel routine and stabilize the account
VIS-30340,CUST-0290,2025-12-11,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,42,service visit should feel routine and stabilize the account
VIS-30341,CUST-0290,2026-01-22,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,18,service visit should feel routine and stabilize the account
VIS-30342,CUST-0290,2026-05-10,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,148,service visit should feel routine and stabilize the account
VIS-30343,CUST-0291,2025-12-28,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,78,service visit should feel routine and stabilize the account
VIS-30344,CUST-0291,2026-04-24,monthly_maintenance,Mei Chen,filter sock clogged,false,36,service visit should feel routine and stabilize the account
VIS-30345,CUST-0292,2026-01-31,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,28,service visit should feel routine and stabilize the account
VIS-30346,CUST-0292,2026-03-23,monthly_maintenance,Mei Chen,sump evaporation swings,false,28,service visit should feel routine and stabilize the account
VIS-30347,CUST-0293,2025-11-11,monthly_maintenance,Ari Patel,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30348,CUST-0293,2026-03-11,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,36,service visit should feel routine and stabilize the account
VIS-30349,CUST-0294,2025-11-02,monthly_maintenance,Luis Mendez,filter sock clogged,true,189,service visit should feel routine and stabilize the account
VIS-30350,CUST-0294,2025-11-13,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,132,service visit should feel routine and stabilize the account
VIS-30351,CUST-0294,2025-12-02,monthly_maintenance,Rosa Kim,filter sock clogged,false,95,service visit should feel routine and stabilize the account
VIS-30352,CUST-0294,2026-03-25,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,90,service visit should feel routine and stabilize the account
VIS-30353,CUST-0295,2025-12-10,monthly_maintenance,Mei Chen,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30354,CUST-0295,2026-02-05,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,18,service visit should feel routine and stabilize the account
VIS-30355,CUST-0295,2026-03-13,monthly_maintenance,Ari Patel,sump evaporation swings,false,42,service visit should feel routine and stabilize the account
VIS-30356,CUST-0296,2026-02-04,monthly_maintenance,Nora Bell,filter sock clogged,true,34,service visit should feel routine and stabilize the account
VIS-30357,CUST-0296,2026-05-05,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,84,service visit should feel routine and stabilize the account
VIS-30358,CUST-0297,2026-04-06,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,90,service visit should feel routine and stabilize the account
VIS-30359,CUST-0297,2026-04-20,monthly_maintenance,Ari Patel,sump evaporation swings,false,68,service visit should feel routine and stabilize the account
VIS-30360,CUST-0298,2025-11-23,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,36,service visit should feel routine and stabilize the account
VIS-30361,CUST-0298,2026-03-15,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,84,service visit should feel routine and stabilize the account
VIS-30362,CUST-0299,2025-11-14,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,84,service visit should feel routine and stabilize the account
VIS-30363,CUST-0299,2026-04-27,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,90,service visit should feel routine and stabilize the account
VIS-30364,CUST-0300,2025-12-11,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,36,service visit should feel routine and stabilize the account
VIS-30365,CUST-0301,2026-02-23,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30366,CUST-0301,2026-04-12,monthly_maintenance,Rosa Kim,filter sock clogged,true,16,service visit should feel routine and stabilize the account
VIS-30367,CUST-0301,2026-05-08,monthly_maintenance,Luis Mendez,sump evaporation swings,false,24,service visit should feel routine and stabilize the account
VIS-30368,CUST-0302,2026-03-22,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,90,service visit should feel routine and stabilize the account
VIS-30369,CUST-0302,2026-05-06,monthly_maintenance,Nora Bell,sump evaporation swings,true,36,service visit should feel routine and stabilize the account
VIS-30370,CUST-0303,2025-12-20,monthly_maintenance,Ari Patel,filter sock clogged,true,42,service visit should feel routine and stabilize the account
VIS-30371,CUST-0303,2026-01-07,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,48,service visit should feel routine and stabilize the account
VIS-30372,CUST-0303,2026-02-21,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,148,service visit should feel routine and stabilize the account
VIS-30373,CUST-0303,2026-05-03,monthly_maintenance,Nora Bell,filter sock clogged,false,48,service visit should feel routine and stabilize the account
VIS-30374,CUST-0304,2025-11-05,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,24,service visit should feel routine and stabilize the account
VIS-30375,CUST-0304,2025-12-11,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,48,service visit should feel routine and stabilize the account
VIS-30376,CUST-0305,2025-11-29,monthly_maintenance,Luis Mendez,filter sock clogged,true,149,service visit should feel routine and stabilize the account
VIS-30377,CUST-0305,2025-12-01,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,28,service visit should feel routine and stabilize the account
VIS-30378,CUST-0307,2025-12-23,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,62,service visit should feel routine and stabilize the account
VIS-30379,CUST-0307,2026-01-14,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,128,service visit should feel routine and stabilize the account
VIS-30380,CUST-0307,2026-04-10,monthly_maintenance,Luis Mendez,sump evaporation swings,true,24,service visit should feel routine and stabilize the account
VIS-30381,CUST-0308,2026-05-04,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,42,service visit should feel routine and stabilize the account
VIS-30382,CUST-0310,2026-01-15,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,128,service visit should feel routine and stabilize the account
VIS-30383,CUST-0310,2026-02-11,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,42,service visit should feel routine and stabilize the account
VIS-30384,CUST-0310,2026-04-28,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,28,service visit should feel routine and stabilize the account
VIS-30385,CUST-0311,2025-12-03,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,62,service visit should feel routine and stabilize the account
VIS-30386,CUST-0311,2026-04-02,monthly_maintenance,Rosa Kim,sump evaporation swings,false,132,service visit should feel routine and stabilize the account
VIS-30387,CUST-0312,2026-02-09,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,24,service visit should feel routine and stabilize the account
VIS-30388,CUST-0312,2026-04-19,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30389,CUST-0313,2026-01-06,monthly_maintenance,Ari Patel,sump evaporation swings,false,54,service visit should feel routine and stabilize the account
VIS-30390,CUST-0315,2025-12-11,monthly_maintenance,Nora Bell,filter sock clogged,false,28,service visit should feel routine and stabilize the account
VIS-30391,CUST-0315,2026-03-10,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,18,service visit should feel routine and stabilize the account
VIS-30392,CUST-0316,2026-03-17,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,62,service visit should feel routine and stabilize the account
VIS-30393,CUST-0317,2025-11-14,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30394,CUST-0317,2025-12-14,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30395,CUST-0317,2026-01-10,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30396,CUST-0317,2026-02-10,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30397,CUST-0317,2026-03-10,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30398,CUST-0317,2026-04-09,monthly_maintenance,Rosa Kim,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30399,CUST-0317,2026-05-09,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30400,CUST-0318,2025-11-05,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30401,CUST-0318,2025-12-05,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30402,CUST-0318,2026-01-03,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30403,CUST-0318,2026-02-01,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30404,CUST-0318,2026-03-04,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30405,CUST-0318,2026-03-30,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30406,CUST-0318,2026-04-27,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30407,CUST-0319,2025-11-03,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30408,CUST-0319,2025-11-17,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30409,CUST-0319,2025-12-03,biweekly_maintenance,Nora Bell,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30410,CUST-0319,2025-12-16,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30411,CUST-0319,2026-01-01,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30412,CUST-0319,2026-01-15,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30413,CUST-0319,2026-01-27,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30414,CUST-0319,2026-02-11,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30415,CUST-0319,2026-02-26,biweekly_maintenance,Mei Chen,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30416,CUST-0319,2026-03-10,biweekly_maintenance,Luis Mendez,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30417,CUST-0319,2026-03-24,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30418,CUST-0319,2026-04-08,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30419,CUST-0319,2026-04-23,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30420,CUST-0319,2026-05-06,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30421,CUST-0320,2025-11-10,biweekly_maintenance,Luis Mendez,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30422,CUST-0320,2025-11-27,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30423,CUST-0320,2025-12-14,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30424,CUST-0320,2025-12-26,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30425,CUST-0320,2026-01-12,biweekly_maintenance,Rosa Kim,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30426,CUST-0320,2026-01-29,biweekly_maintenance,Ari Patel,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30427,CUST-0320,2026-02-13,biweekly_maintenance,Mei Chen,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30428,CUST-0320,2026-02-28,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30429,CUST-0320,2026-03-15,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30430,CUST-0320,2026-04-01,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30431,CUST-0320,2026-04-18,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30432,CUST-0320,2026-05-04,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30433,CUST-0321,2025-11-07,monthly_maintenance,Nora Bell,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30434,CUST-0321,2025-12-07,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30435,CUST-0321,2026-01-06,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30436,CUST-0321,2026-02-02,monthly_maintenance,Nora Bell,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30437,CUST-0321,2026-02-28,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30438,CUST-0321,2026-03-31,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30439,CUST-0321,2026-04-30,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30440,CUST-0322,2025-11-11,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30441,CUST-0322,2025-12-11,monthly_maintenance,Ari Patel,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30442,CUST-0322,2026-01-09,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30443,CUST-0322,2026-02-06,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30444,CUST-0322,2026-03-06,monthly_maintenance,Rosa Kim,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30445,CUST-0322,2026-04-05,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30446,CUST-0322,2026-05-05,monthly_maintenance,Nora Bell,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30447,CUST-0323,2025-11-06,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30448,CUST-0323,2025-12-07,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30449,CUST-0323,2026-01-06,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30450,CUST-0323,2026-02-03,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30451,CUST-0323,2026-03-03,monthly_maintenance,Rosa Kim,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30452,CUST-0323,2026-04-03,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30453,CUST-0323,2026-05-02,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30454,CUST-0324,2025-11-10,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30455,CUST-0324,2025-12-09,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30456,CUST-0324,2026-01-08,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30457,CUST-0324,2026-02-08,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30458,CUST-0324,2026-03-07,monthly_maintenance,Ari Patel,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30459,CUST-0324,2026-04-03,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30460,CUST-0324,2026-05-03,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30461,CUST-0325,2025-11-07,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30462,CUST-0325,2025-12-08,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30463,CUST-0325,2026-01-04,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30464,CUST-0325,2026-02-01,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30465,CUST-0325,2026-03-03,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30466,CUST-0325,2026-03-31,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30467,CUST-0325,2026-04-28,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30468,CUST-0326,2025-11-08,monthly_maintenance,Ari Patel,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30469,CUST-0326,2025-12-08,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30470,CUST-0326,2026-01-08,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30471,CUST-0326,2026-02-08,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30472,CUST-0326,2026-03-09,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30473,CUST-0326,2026-04-05,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30474,CUST-0326,2026-05-05,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30475,CUST-0327,2025-11-12,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30476,CUST-0327,2025-12-13,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30477,CUST-0327,2026-01-11,monthly_maintenance,Nora Bell,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30478,CUST-0327,2026-02-10,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30479,CUST-0327,2026-03-09,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30480,CUST-0327,2026-04-05,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30481,CUST-0327,2026-05-06,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30482,CUST-0328,2025-11-07,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30483,CUST-0328,2025-12-06,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30484,CUST-0328,2026-01-05,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30485,CUST-0328,2026-02-02,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30486,CUST-0328,2026-03-04,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30487,CUST-0328,2026-04-02,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30488,CUST-0328,2026-05-01,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30489,CUST-0329,2025-11-11,monthly_maintenance,Nora Bell,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-30490,CUST-0329,2025-12-08,monthly_maintenance,Ari Patel,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-30491,CUST-0329,2026-01-03,monthly_maintenance,Ari Patel,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-30492,CUST-0329,2026-02-02,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-30493,CUST-0329,2026-02-28,monthly_maintenance,Mei Chen,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-30494,CUST-0329,2026-03-31,monthly_maintenance,Mei Chen,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-30495,CUST-0329,2026-04-26,monthly_maintenance,Luis Mendez,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-30496,CUST-0330,2025-11-08,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30497,CUST-0330,2025-11-23,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30498,CUST-0330,2025-12-08,biweekly_maintenance,Mei Chen,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30499,CUST-0330,2025-12-20,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30500,CUST-0330,2026-01-04,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30501,CUST-0330,2026-01-21,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30502,CUST-0330,2026-02-07,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30503,CUST-0330,2026-02-22,biweekly_maintenance,Ari Patel,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30504,CUST-0330,2026-03-10,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30505,CUST-0330,2026-03-27,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30506,CUST-0330,2026-04-08,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30507,CUST-0330,2026-04-24,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
